performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-04-03,Google Ads,Winter Sale,Last Touch,40541,2493,102786.39,103,189211,24249,1,41.23,997.93,1.84
2025-03-03,Google Ads,Winter Sale,First Touch,12429,818,20899.9,85,373320,10593,4,25.55,245.88,17.86
2025-05-11,Google Ads,App Install,Linear,45263,1661,20480.13,246,650916,28411,4,12.33,83.25,31.78
2025-02-18,Social Media,Winter Sale,Linear,6194,462,18600.12,81,351459,3450,1,40.26,229.63,18.9
2025-02-11,Meta Ads,Summer Sale,First Touch,39215,2702,96758.62,275,1182775,31121,1,35.81,351.85,12.22
2025-03-29,Display Ads,Festive Offer,First Touch,38581,2567,74263.31,141,527763,35130,5,28.93,526.69,7.11
2025-06-28,Google Ads,New Product Launch,Linear,37399,1998,63556.38,156,422760,25223,1,31.81,407.41,6.65
2025-01-10,Display Ads,New Product Launch,First Touch,42417,1752,103998.72,297,1145529,32307,4,59.36,350.16,11.01
2025-01-02,Email,App Install,First Touch,13787,973,37869.16,111,186147,11749,2,38.92,341.16,4.92
2025-05-02,Display Ads,Lead Gen,Linear,27328,742,37218.72,109,415617,18858,2,50.16,341.46,11.17
2025-03-21,Social Media,Festive Offer,Last Touch,7551,540,5864.4,40,70400,6625,3,10.86,146.61,12.0
2025-04-08,Meta Ads,Winter Sale,Last Touch,32002,2524,148184.04,213,690120,21053,3,58.71,695.7,4.66
2025-04-15,Google Ads,Brand Awareness,Last Touch,26479,823,10567.32,41,137350,23117,5,12.84,257.74,13.0
2025-01-26,Email,Discount Offer,First Touch,22314,1474,36186.7,71,252760,14635,5,24.55,509.67,6.98
2025-01-21,Meta Ads,Brand Awareness,Last Touch,25413,1791,65568.51,199,303674,24384,5,36.61,329.49,4.63
2025-05-28,Direct Traffic,Lead Gen,Last Touch,41199,2450,32389.0,221,301886,30819,4,13.22,146.56,9.32
2025-01-24,Direct Traffic,Summer Sale,Last Touch,8411,237,3057.3,40,48640,5080,4,12.9,76.43,15.91
2025-01-11,Display Ads,Summer Sale,Last Touch,40518,1070,17398.2,182,810264,28371,1,16.26,95.59,46.57
2025-03-27,Meta Ads,Retargeting,Linear,42290,2623,35148.2,398,1244148,28302,2,13.4,88.31,35.4
2025-02-13,Direct Traffic,Lead Gen,First Touch,31732,644,22662.36,45,200430,27823,2,35.19,503.61,8.84
2025-05-07,Social Media,New Product Launch,First Touch,33162,1083,46222.44,63,211743,26172,3,42.68,733.69,4.58
2025-02-04,Display Ads,Loyalty,Last Touch,42901,1598,33478.1,253,432630,35219,3,20.95,132.32,12.92
2025-06-15,Social Media,App Install,First Touch,12511,554,9938.76,37,63825,10978,2,17.94,268.62,6.42
2025-06-14,Social Media,Discount Offer,Linear,21304,595,6003.55,106,450606,11414,1,10.09,56.64,75.06
2025-06-25,Display Ads,Retargeting,First Touch,23123,1793,67918.84,229,947373,13375,1,37.88,296.59,13.95
2025-04-16,Google Ads,Summer Sale,First Touch,34299,983,44883.78,145,392950,27802,4,45.66,309.54,8.75
2025-04-07,Direct Traffic,Lead Gen,Linear,23026,1073,19829.04,134,274164,17889,3,18.48,147.98,13.83
2025-02-18,Direct Traffic,New Product Launch,Last Touch,37041,2850,87637.5,193,573982,33710,2,30.75,454.08,6.55
2025-01-16,Google Ads,App Install,Linear,23944,771,10593.54,56,132160,16548,2,13.74,189.17,12.48
2025-04-20,Google Ads,App Install,Linear,9279,512,13358.08,64,194560,6284,3,26.09,208.72,14.56
2025-05-03,Display Ads,Winter Sale,First Touch,36480,1212,66720.6,39,84240,34162,4,55.05,1710.78,1.26
2025-02-26,Social Media,Lead Gen,Linear,14482,385,17517.5,41,165025,8050,3,45.5,427.26,9.42
2025-06-18,Social Media,Winter Sale,Linear,31457,667,25005.83,108,236304,30453,3,37.49,231.54,9.45
2025-03-06,Meta Ads,Lead Gen,Linear,42644,2897,103017.32,166,537010,38634,1,35.56,620.59,5.21
2025-02-08,Google Ads,Summer Sale,Linear,41298,1865,48023.75,190,373730,24203,3,25.75,252.76,7.78
2025-04-19,Email,Winter Sale,Linear,18072,1043,44671.69,181,636215,14883,1,42.83,246.8,14.24
2025-04-08,Display Ads,Loyalty,First Touch,21048,831,43718.91,69,297252,14475,5,52.61,633.61,6.8
2025-03-27,Display Ads,New Product Launch,Last Touch,41859,878,10509.66,100,176100,28508,4,11.97,105.1,16.76
2025-01-12,Meta Ads,App Install,Last Touch,40060,3195,37637.1,422,1454212,34489,2,11.78,89.19,38.64
2025-02-26,Direct Traffic,New Product Launch,First Touch,29305,756,16133.04,126,362250,16622,3,21.34,128.04,22.45
2025-06-14,Social Media,App Install,First Touch,11126,450,9139.5,21,94458,7613,5,20.31,435.21,10.34
2025-05-18,Direct Traffic,New Product Launch,First Touch,36195,2220,80230.8,285,1154250,18305,4,36.14,281.51,14.39
2025-02-25,Display Ads,Summer Sale,First Touch,10813,543,10821.99,63,75600,8904,3,19.93,171.78,6.99
2025-04-02,Display Ads,Lead Gen,Linear,15767,340,4443.8,42,54054,13349,3,13.07,105.8,12.16
2025-02-19,Meta Ads,Retargeting,First Touch,7962,509,9253.62,31,54033,5189,4,18.18,298.5,5.84
2025-01-16,Direct Traffic,App Install,First Touch,45543,1278,18058.14,213,433668,34785,3,14.13,84.78,24.02
2025-06-25,Display Ads,Retargeting,Linear,9146,640,10412.8,55,104555,7641,1,16.27,189.32,10.04
2025-05-17,Meta Ads,Festive Offer,First Touch,10559,695,13211.95,36,59184,8839,2,19.01,367.0,4.48
2025-06-29,Meta Ads,Winter Sale,Linear,39095,2456,132525.76,269,974587,38736,3,53.96,492.66,7.35
2025-04-26,Meta Ads,Loyalty,Linear,48287,2609,150252.31,244,903288,38727,3,57.59,615.79,6.01
2025-03-22,Email,Loyalty,First Touch,6312,200,4674.0,29,90016,3528,5,23.37,161.17,19.26
2025-01-30,Direct Traffic,Retargeting,First Touch,20056,1288,46033.12,204,712776,17881,4,35.74,225.65,15.48
2025-06-16,Social Media,Retargeting,First Touch,38944,1198,64140.92,179,391115,21135,5,53.54,358.33,6.1
2025-06-05,Social Media,Discount Offer,First Touch,40324,2142,54899.46,236,534068,28719,3,25.63,232.62,9.73
2025-05-21,Meta Ads,Retargeting,First Touch,33031,1632,84162.24,83,368105,23740,1,51.57,1014.0,4.37
2025-05-13,Meta Ads,Loyalty,Last Touch,9681,438,17940.48,18,77634,7476,4,40.96,996.69,4.33
2025-02-12,Direct Traffic,Winter Sale,Last Touch,6963,153,1315.8,5,19615,6310,1,8.6,263.16,14.91
2025-01-08,Google Ads,Summer Sale,First Touch,46749,2578,31709.4,150,674700,26593,4,12.3,211.4,21.28
2025-05-18,Direct Traffic,Summer Sale,First Touch,46343,3008,118665.6,414,1095858,33422,4,39.45,286.63,9.23
2025-06-22,Google Ads,Lead Gen,Linear,23996,1563,33698.28,66,119130,21834,5,21.56,510.58,3.54
2025-05-19,Display Ads,Winter Sale,Last Touch,39224,2926,35053.48,164,709464,29081,5,11.98,213.74,20.24
2025-06-09,Google Ads,Summer Sale,Last Touch,35728,801,24510.6,27,98658,19464,1,30.6,907.8,4.03
2025-06-19,Email,New Product Launch,Last Touch,27632,1608,20276.88,222,516372,22500,2,12.61,91.34,25.47
2025-04-14,Display Ads,Loyalty,First Touch,20453,915,45274.2,97,244149,16280,1,49.48,466.74,5.39
2025-04-04,Email,Retargeting,Linear,29597,1887,69309.51,67,209308,15666,4,36.73,1034.47,3.02
2025-02-23,Meta Ads,Festive Offer,Linear,45252,2420,97138.8,358,454302,43086,5,40.14,271.34,4.68
2025-02-17,Meta Ads,Discount Offer,First Touch,22551,1536,86415.36,245,547575,19935,1,56.26,352.72,6.34
2025-05-23,Social Media,Brand Awareness,Last Touch,45997,2943,170782.29,372,1280424,38518,4,58.03,459.09,7.5
2025-03-05,Social Media,New Product Launch,Last Touch,17300,894,10137.96,62,113708,9723,2,11.34,163.52,11.22
2025-06-28,Display Ads,Loyalty,Linear,24343,1547,54346.11,196,770476,24140,3,35.13,277.28,14.18
2025-04-15,Email,Retargeting,First Touch,20906,1521,72004.14,75,311850,19109,4,47.34,960.06,4.33
2025-02-24,Google Ads,Winter Sale,Last Touch,10384,495,5009.4,43,162841,8385,2,10.12,116.5,32.51
2025-04-01,Email,Winter Sale,First Touch,17228,761,15151.51,99,256608,11677,3,19.91,153.05,16.94
2025-02-19,Direct Traffic,Brand Awareness,Linear,10544,508,12192.0,75,179250,9474,5,24.0,162.56,14.7
2025-05-16,Social Media,Brand Awareness,First Touch,12141,511,18866.12,53,102290,8326,3,36.92,355.96,5.42
2025-02-04,Display Ads,Loyalty,Linear,9032,545,13995.6,40,152680,4987,3,25.68,349.89,10.91
2025-03-03,Meta Ads,New Product Launch,First Touch,28269,894,31611.84,105,430815,16135,4,35.36,301.07,13.63
2025-02-26,Meta Ads,Discount Offer,First Touch,11198,701,22186.65,70,309750,6612,5,31.65,316.95,13.96
2025-01-13,Social Media,New Product Launch,First Touch,43883,1118,48409.4,116,203116,35211,3,43.3,417.32,4.2
2025-02-27,Google Ads,Festive Offer,First Touch,10035,776,43254.24,94,307192,9085,3,55.74,460.15,7.1
2025-04-10,Google Ads,App Install,Linear,31686,2114,96081.3,229,282586,16017,2,45.45,419.57,2.94
2025-02-23,Google Ads,Brand Awareness,Linear,11995,480,14198.4,53,193238,10288,1,29.58,267.89,13.61
2025-03-04,Direct Traffic,Festive Offer,Last Touch,35950,2092,70835.12,291,1059531,21897,4,33.86,243.42,14.96
2025-01-01,Social Media,New Product Launch,Last Touch,29111,1647,42789.06,268,405216,19654,5,25.98,159.66,9.47
2025-01-19,Google Ads,Lead Gen,Linear,42685,1588,57231.52,101,285426,38705,4,36.04,566.65,4.99
2025-03-29,Google Ads,Loyalty,First Touch,31691,1004,50581.52,53,110399,25783,5,50.38,954.37,2.18
2025-05-10,Meta Ads,Discount Offer,First Touch,34575,1262,32256.72,52,116740,18482,3,25.56,620.32,3.62
2025-02-03,Social Media,Lead Gen,Last Touch,7808,544,22184.32,79,203978,4877,4,40.78,280.81,9.19
2025-04-12,Display Ads,Festive Offer,Linear,8038,411,5338.89,58,170926,7215,1,12.99,92.05,32.02
2025-01-11,Meta Ads,Brand Awareness,Linear,18315,763,21890.47,92,397808,9603,4,28.69,237.94,18.17
2025-02-09,Direct Traffic,App Install,First Touch,25996,1986,37873.02,343,1489992,16579,3,19.07,110.42,39.34
2025-03-29,Email,Brand Awareness,Last Touch,38362,2033,62372.44,94,353910,35082,4,30.68,663.54,5.67
2025-05-24,Direct Traffic,Retargeting,Linear,18818,1487,76179.01,109,148785,11306,2,51.23,698.89,1.95
2025-03-19,Social Media,Brand Awareness,Linear,34322,2293,59205.26,150,589800,21633,4,25.82,394.7,9.96
2025-01-12,Meta Ads,New Product Launch,Linear,29530,1679,24278.34,76,206492,22162,1,14.46,319.45,8.51
2025-06-05,Google Ads,Lead Gen,Last Touch,41992,2303,26185.11,169,600119,26952,1,11.37,154.94,22.92
2025-04-26,Email,Loyalty,First Touch,31401,2052,91765.44,253,952039,22593,5,44.72,362.71,10.37
2025-05-27,Display Ads,Winter Sale,Linear,47057,2648,103854.56,369,1467882,38476,1,39.22,281.45,14.13
2025-05-14,Email,Retargeting,Linear,28998,1587,65241.57,183,329583,19911,5,41.11,356.51,5.05
2025-01-27,Email,Brand Awareness,Linear,25289,1369,67354.8,217,415989,15763,1,49.2,310.39,6.18
2025-02-17,Meta Ads,Winter Sale,First Touch,33172,1467,54440.37,250,717500,17338,5,37.11,217.76,13.18
2025-05-02,Meta Ads,Festive Offer,Linear,12714,603,17921.16,98,375242,9977,2,29.72,182.87,20.94
2025-02-25,Email,Lead Gen,Linear,19949,1021,19868.66,133,487711,15901,2,19.46,149.39,24.55
2025-05-14,Meta Ads,Lead Gen,First Touch,23658,1648,90079.68,286,1120548,13759,2,54.66,314.96,12.44
2025-06-27,Social Media,Loyalty,Last Touch,27370,596,29704.64,87,249081,23359,3,49.84,341.43,8.39
2025-05-20,Direct Traffic,Retargeting,Last Touch,48313,1737,84678.75,151,415099,35451,4,48.75,560.79,4.9
2025-06-11,Google Ads,New Product Launch,First Touch,41817,2045,61656.75,267,1070136,25682,2,30.15,230.92,17.36
2025-05-16,Email,Loyalty,Last Touch,12876,452,8131.48,31,105927,7658,2,17.99,262.31,13.03
2025-05-31,Email,Lead Gen,Last Touch,46028,3403,178453.32,527,986544,38690,2,52.44,338.62,5.53
2025-01-01,Google Ads,Lead Gen,Last Touch,44347,1926,104061.78,75,106875,25999,4,54.03,1387.49,1.03
2025-05-09,Meta Ads,Discount Offer,First Touch,48798,1542,61402.44,236,307744,25969,1,39.82,260.18,5.01
2025-04-07,Social Media,Brand Awareness,Linear,47486,1745,40553.8,211,890631,34274,1,23.24,192.2,21.96
2025-04-27,Display Ads,Retargeting,Linear,39197,1244,47632.76,120,346080,24305,1,38.29,396.94,7.27
2025-04-05,Meta Ads,Winter Sale,Last Touch,6102,449,13878.59,53,148400,3715,1,30.91,261.86,10.69
2025-04-25,Meta Ads,Festive Offer,Last Touch,49000,1362,20607.06,44,196724,27516,4,15.13,468.34,9.55
2025-06-10,Display Ads,Festive Offer,First Touch,15549,838,47338.62,33,144705,9932,1,56.49,1434.5,3.06
2025-04-12,Social Media,Lead Gen,Last Touch,9401,735,13465.2,72,112680,5786,3,18.32,187.02,8.37
2025-04-02,Direct Traffic,Retargeting,First Touch,27592,2067,59674.29,206,313944,21402,1,28.87,289.68,5.26
2025-02-22,Meta Ads,Discount Offer,First Touch,44513,1326,36796.5,83,243024,30053,5,27.75,443.33,6.6
2025-06-21,Email,Retargeting,Last Touch,37489,1978,116247.06,170,336430,25895,4,58.77,683.81,2.89
2025-01-20,Direct Traffic,Lead Gen,Last Touch,25125,901,9514.56,156,556920,17854,1,10.56,60.99,58.53
2025-02-06,Display Ads,Winter Sale,Linear,7818,612,7900.92,43,60888,4877,4,12.91,183.74,7.71
2025-02-22,Direct Traffic,Winter Sale,First Touch,31106,1500,20445.0,76,235372,27692,4,13.63,269.01,11.51
2025-06-20,Social Media,Retargeting,First Touch,9926,206,3378.4,9,28917,9788,5,16.4,375.38,8.56
2025-02-16,Google Ads,New Product Launch,Last Touch,39041,2960,88296.8,342,886806,35619,5,29.83,258.18,10.04
2025-04-23,Meta Ads,Festive Offer,First Touch,40347,1395,19502.1,149,510474,30607,4,13.98,130.89,26.18
2025-01-08,Email,New Product Launch,Linear,34467,2674,24574.06,395,1425950,31280,4,9.19,62.21,58.03
2025-06-24,Google Ads,App Install,Last Touch,9003,397,22545.63,25,71475,8746,2,56.79,901.83,3.17
2025-01-04,Email,Brand Awareness,Last Touch,40430,1157,48894.82,64,135488,31660,3,42.26,763.98,2.77
2025-06-22,Meta Ads,Discount Offer,Last Touch,49482,3582,96821.46,525,1789200,39397,1,27.03,184.42,18.48
2025-06-25,Email,Festive Offer,Linear,14852,949,33395.31,138,263994,8021,5,35.19,241.99,7.91
2025-02-05,Email,Loyalty,Last Touch,34931,2280,131442.0,259,877492,26263,2,57.65,507.5,6.68
2025-04-21,Social Media,Loyalty,Linear,23927,1603,85183.42,277,476163,12582,3,53.14,307.52,5.59
2025-01-09,Social Media,New Product Launch,Linear,40539,1864,84625.6,256,570112,36894,3,45.4,330.57,6.74
2025-06-15,Meta Ads,Winter Sale,Linear,27132,1920,76243.2,217,318990,24170,1,39.71,351.35,4.18
2025-03-14,Email,App Install,Linear,40762,2056,119350.8,293,394378,34844,1,58.05,407.34,3.3
2025-04-02,Meta Ads,New Product Launch,Linear,31322,1467,48176.28,162,630018,18720,1,32.84,297.38,13.08
2025-06-07,Display Ads,Winter Sale,Last Touch,10111,786,8881.8,97,299633,9109,5,11.3,91.56,33.74
2025-05-17,Display Ads,Festive Offer,Linear,14824,1058,40077.04,101,326836,13298,2,37.88,396.8,8.16
2025-02-03,Email,Lead Gen,Linear,17855,886,41633.14,131,442649,14141,5,46.99,317.81,10.63
2025-01-01,Display Ads,Retargeting,Linear,45973,3105,84362.85,417,551274,44729,3,27.17,202.31,6.53
2025-04-10,Display Ads,Loyalty,Last Touch,49932,2366,23636.34,309,583083,34127,5,9.99,76.49,24.67
2025-02-15,Direct Traffic,Summer Sale,Last Touch,22584,792,44811.36,70,254170,17748,2,56.58,640.16,5.67
2025-02-05,Email,Loyalty,Last Touch,17169,1000,40970.0,49,165669,12995,4,40.97,836.12,4.04
2025-02-26,Meta Ads,Lead Gen,Linear,11756,475,7861.25,19,75753,8563,2,16.55,413.75,9.64
2025-05-17,Email,App Install,First Touch,27501,1192,69577.04,66,238458,17381,2,58.37,1054.2,3.43
2025-03-29,Social Media,Loyalty,Linear,29251,764,40293.36,130,212550,23798,4,52.74,309.95,5.28
2025-04-05,Email,Brand Awareness,Linear,37088,1896,109456.08,326,1137088,29173,1,57.73,335.75,10.39
2025-06-06,Email,App Install,Linear,23828,1655,32537.3,97,365884,22124,1,19.66,335.44,11.25
2025-06-22,Social Media,Loyalty,First Touch,12418,929,36370.35,50,100750,10481,3,39.15,727.41,2.77
2025-05-29,Meta Ads,Winter Sale,First Touch,10636,747,14140.71,56,141792,7723,4,18.93,252.51,10.03
2025-01-28,Email,Summer Sale,First Touch,12026,396,6739.92,48,99744,9449,4,17.02,140.41,14.8
2025-05-15,Google Ads,New Product Launch,Last Touch,34316,2439,25316.82,424,970112,22062,1,10.38,59.71,38.32
2025-03-14,Google Ads,Brand Awareness,Last Touch,16621,787,31495.74,135,229365,16057,5,40.02,233.3,7.28
2025-01-16,Social Media,Retargeting,Last Touch,5440,197,2905.75,30,100710,5004,3,14.75,96.86,34.66
2025-04-13,Meta Ads,Retargeting,Last Touch,41530,2846,142556.14,268,385652,31396,5,50.09,531.93,2.71
2025-05-10,Display Ads,App Install,Linear,33980,1249,66009.65,63,257796,28061,5,52.85,1047.77,3.91
2025-03-28,Direct Traffic,Winter Sale,Linear,46430,1874,72317.66,327,1459074,33613,5,38.59,221.15,20.18
2025-03-15,Meta Ads,Lead Gen,First Touch,24958,1933,106991.55,338,1365182,19493,3,55.35,316.54,12.76
2025-01-07,Meta Ads,Brand Awareness,First Touch,7809,229,5486.84,28,100828,6555,2,23.96,195.96,18.38
2025-01-19,Meta Ads,Retargeting,Linear,12584,855,45451.8,34,41548,8946,3,53.16,1336.82,0.91
2025-05-04,Google Ads,Lead Gen,First Touch,46511,2696,99455.44,154,248094,32558,3,36.89,645.81,2.49
2025-03-14,Social Media,Lead Gen,Linear,30104,1298,52231.52,178,318620,23237,2,40.24,293.44,6.1
2025-04-19,Display Ads,App Install,Linear,24180,1416,22344.48,43,116100,20532,2,15.78,519.64,5.2
2025-04-05,Email,New Product Launch,First Touch,39460,1306,65704.86,177,289041,24111,2,50.31,371.21,4.4
2025-01-17,Meta Ads,New Product Launch,Linear,14385,1046,43461.3,129,484524,7950,1,41.55,336.91,11.15
2025-04-07,Direct Traffic,Brand Awareness,First Touch,39051,1354,29300.56,73,302147,37637,4,21.64,401.38,10.31
2025-03-30,Google Ads,Lead Gen,First Touch,35910,1588,71015.36,206,396344,23875,3,44.72,344.73,5.58
2025-05-03,Display Ads,Summer Sale,Last Touch,28801,1547,33740.07,77,141141,28535,5,21.81,438.18,4.18
2025-01-09,Email,Retargeting,Linear,10913,552,26678.16,72,220104,8588,5,48.33,370.53,8.25
2025-03-03,Direct Traffic,Discount Offer,Last Touch,8479,449,7835.05,43,72885,8079,2,17.45,182.21,9.3
2025-01-17,Display Ads,New Product Launch,First Touch,34025,2287,104904.69,386,1499224,23111,1,45.87,271.77,14.29
2025-03-25,Meta Ads,Retargeting,First Touch,42791,3308,182932.4,205,591835,27004,1,55.3,892.35,3.24
2025-04-20,Email,Loyalty,First Touch,46966,1793,65910.68,92,173144,34135,3,36.76,716.42,2.63
2025-06-29,Meta Ads,Loyalty,Linear,18316,718,40825.48,50,85000,17171,4,56.86,816.51,2.08
2025-05-07,Meta Ads,Retargeting,Last Touch,23995,835,7531.7,66,147774,21460,4,9.02,114.12,19.62
2025-06-06,Direct Traffic,Discount Offer,First Touch,34283,1927,100377.43,226,273686,23261,5,52.09,444.15,2.73
2025-02-14,Display Ads,Discount Offer,First Touch,8633,344,14678.48,41,176751,8633,4,42.67,358.01,12.04
2025-01-29,Meta Ads,App Install,Linear,26422,747,42922.62,128,425600,17192,2,57.46,335.33,9.92
2025-02-08,Google Ads,Discount Offer,First Touch,28875,1265,62124.15,201,692244,17524,2,49.11,309.08,11.14
2025-01-10,Google Ads,Winter Sale,Linear,37043,2089,118801.43,339,1126836,35018,5,56.87,350.45,9.49
2025-05-26,Display Ads,Summer Sale,Linear,18800,1158,52746.9,187,735471,17826,3,45.55,282.07,13.94
2025-02-17,Meta Ads,Lead Gen,Last Touch,8989,610,34141.7,90,391320,4825,2,55.97,379.35,11.46
2025-01-05,Email,Winter Sale,First Touch,30418,1786,89942.96,282,1001100,20463,1,50.36,318.95,11.13
2025-04-28,Google Ads,Summer Sale,First Touch,18765,1357,51118.19,229,362507,9756,2,37.67,223.22,7.09
2025-06-14,Social Media,Retargeting,Linear,43461,2823,120062.19,123,247722,37392,3,42.53,976.12,2.06
2025-06-17,Direct Traffic,Lead Gen,First Touch,8715,494,8995.74,15,43530,8208,1,18.21,599.72,4.84
2025-02-23,Direct Traffic,Loyalty,Last Touch,11090,626,8757.74,56,212408,6781,2,13.99,156.39,24.25
2025-01-30,Meta Ads,Retargeting,First Touch,35169,1568,73915.52,79,132009,20508,1,47.14,935.64,1.79
2025-01-29,Display Ads,Festive Offer,First Touch,13487,1008,10261.44,123,163590,10400,2,10.18,83.43,15.94
2025-03-29,Direct Traffic,Lead Gen,Last Touch,21297,678,27384.42,94,126994,15458,5,40.39,291.32,4.64
2025-02-19,Display Ads,Festive Offer,Last Touch,18657,973,41196.82,95,372780,14267,5,42.34,433.65,9.05
2025-01-27,Meta Ads,Winter Sale,First Touch,11583,294,2698.92,33,92961,10913,5,9.18,81.79,34.44
2025-02-05,Email,Brand Awareness,Linear,48576,1923,28845.0,229,627002,28508,1,15.0,125.96,21.74
2025-06-01,Meta Ads,Summer Sale,Last Touch,29936,2106,24071.58,297,1153251,14988,2,11.43,81.05,47.91
2025-06-20,Social Media,Loyalty,Last Touch,13401,894,34275.96,137,599923,7496,2,38.34,250.19,17.5
2025-04-27,Google Ads,Retargeting,Last Touch,17501,795,21202.65,62,167462,15096,3,26.67,341.98,7.9
2025-02-03,Meta Ads,Brand Awareness,Last Touch,9911,726,35196.48,24,76152,5395,4,48.48,1466.52,2.16
2025-02-01,Email,Loyalty,First Touch,36412,1232,41555.36,48,175344,20221,4,33.73,865.74,4.22
2025-01-22,Display Ads,Festive Offer,Linear,6466,289,4265.64,45,151875,5895,1,14.76,94.79,35.6
2025-03-29,Email,Winter Sale,First Touch,49856,2886,24213.54,390,923910,25989,2,8.39,62.09,38.16
2025-01-16,Google Ads,Brand Awareness,Linear,28801,2145,62398.05,224,973728,24883,4,29.09,278.56,15.61
2025-04-05,Display Ads,Winter Sale,Linear,9252,390,15089.1,57,149625,7673,3,38.69,264.72,9.92
2025-04-19,Meta Ads,New Product Launch,Last Touch,36429,2568,38828.16,389,1202399,32441,1,15.12,99.82,30.97
2025-01-29,Google Ads,Lead Gen,First Touch,12766,865,30050.1,30,39270,12417,4,34.74,1001.67,1.31
2025-05-22,Meta Ads,Discount Offer,Last Touch,31125,1138,64922.9,117,343395,24020,1,57.05,554.9,5.29
2025-05-20,Google Ads,Lead Gen,First Touch,48921,2053,27879.74,244,1012112,28004,3,13.58,114.26,36.3
